countries,Year,(Territorial & Low GHG with VOLY) scenario [%],(Territorial & Low GHG with VSL) scenario [%],(Territorial & Central GHG with VOLY) scenario [%],(Territorial & Central GHG with VSL) scenario [%],(Territorial & High GHG with VOLY) scenario [%],(Territorial & High GHG with VSL) scenario [%],(Residential & Low GHG with VOLY) scenario [%],(Residential & Low GHG with VSL) scenario [%],(Residential & Central GHG with VOLY) scenario [%],(Residential & Central GHG with VSL) scenario [%],(Residential & High GHG with VOLY) scenario [%],(Residential & High GHG with VSL) scenario [%],(Footprint & Low GHG with VOLY) scenario [%],(Footprint & Low GHG with VSL) scenario [%],(Footprint & Central GHG with VOLY) scenario [%],(Footprint & Central GHG with VSL) scenario [%],(Footprint & High GHG with VOLY) scenario [%],(Footprint & High GHG with VSL) scenario [%]
Latvia,2009,36.486305295423314,59.98616692738611,38.03935085086143,61.539212482824226,53.53282913011309,77.0326907620759,38.24659757462213,61.74645920658492,40.97317131619279,64.47303294815559,68.17399030948103,91.67385194144383,39.766561637617585,63.266423269580386,43.50644475451855,67.00630638648136,80.81623108741148,104.31609271937428
Malta,2009,6.139305706434916,11.399903604064157,8.082896031695316,13.343493929324557,27.47252332417407,32.73312122180331,6.32164585884082,11.58224375647006,8.386796285705158,13.647394183334397,28.989130306089844,34.24972820371909,8.449189152342,13.709787049971242,11.932701774873793,17.193299672503034,46.684887223464756,51.945485121093995
Netherlands,2009,5.577821632828779,12.833492483219757,6.976444042974064,14.232114893365042,20.929367610852022,28.185038461243,5.714050862013117,12.969721712404095,7.2034927582812935,14.45916360867227,22.06244881867096,29.318119669061936,5.95172476997705,13.207395620368029,7.599615938221181,14.85528678861216,24.03929211665669,31.294962967047667
Norway,2009,1.6057743417507635,3.334126305415929,1.9906228142409919,3.7189747779061566,5.829944480274461,7.558296443939627,2.4193365166786975,4.147688480343863,3.346559772454215,5.074911736119379,12.596715586024256,14.325067549689422,2.607529627054774,4.335881590719938,3.6602149564143427,5.388566920079507,14.162004313596704,15.89035627726187
Poland,2009,27.041575498532367,60.437900850553525,31.75421046705059,65.15053581907175,78.76835455774433,112.16467990976551,27.886736747668913,61.28306209969006,33.16281254894483,66.559137900966,85.79794970929274,119.1942750613139,27.773573827840973,61.16989917986213,32.974207682564945,66.3705330345861,84.85672161421597,118.25304696623714
Portugal,2009,8.54037225196732,22.015816065088558,10.06315011082202,23.538593923943257,25.254672083682028,38.73011589680326,9.01472047329668,22.49016428641792,10.853730479704293,24.329174292825524,29.200044591246886,42.675488404368124,10.39175591582087,23.867199728942108,13.148789550577938,26.624233363699172,40.65348224017823,54.128926053299466
Romania,2009,31.442434455759305,87.30809071916137,34.79211239087673,90.6577686542788,68.20913750550058,124.07479376890265,33.06963413525975,88.93529039866182,37.5041118567108,93.36976812011287,81.74330626832965,137.60896253173172,33.28803169335833,89.1536879567604,37.8681077868751,93.73376405027716,83.55981929124484,139.4254755546469
Sweden,2009,1.1316650322990742,2.80696036549998,1.271503557586111,2.946798890787017,2.666559321759167,4.3418546549600725,2.1767449169949544,3.85204025019586,3.013303365412578,4.688598698613484,11.358969791293156,13.034265124494059,2.7774782370855347,4.452773570286441,4.014525565563545,5.6898208987644505,16.355545342522745,18.03084067572365
Slovenia,2009,16.912044145756848,48.79171305671785,18.340138444734364,50.219807355695366,32.58707918929579,64.4667481002568,18.025898066440675,49.905566977401676,20.196561645874073,52.07623055683508,41.8515149740311,73.7311838849921,18.57732118441921,50.45699009538021,21.1156001758383,52.995269086799304,46.4379548759478,78.31762378690881
Slovakia,2009,15.865121919635545,38.99831341669852,18.41683119719793,41.55002269426091,43.8731689900227,67.00636048708569,16.466320815829505,39.59951231289248,19.4188293575212,42.55202085458417,48.87361695201692,72.0068084490799,17.5557763938342,40.68896789089718,21.234588654195694,44.36778015125867,57.93512048970677,81.06831198676974
Belgium,2010,8.622300934267518,21.73626236595738,10.163812466593471,23.277773898283336,25.542225134321438,38.6561865660113,8.671598790739441,21.785560222429307,10.245975560713346,23.359936992403206,25.952258099262522,39.06621953095238,10.432442580780807,23.54640401247067,13.180715210782285,26.294676642472147,40.59800644817799,53.71196787986786
Bulgaria,2010,50.42111667798381,131.72210995821362,55.640126184382346,136.94111946461217,107.70595911726299,189.00695239749282,52.58388454160355,133.88487782183336,59.24473929041525,140.5457325706451,125.69469499879864,206.99568827902849,52.11155730211543,133.41255058234523,58.457527224601726,139.75852050483155,121.76613192750065,203.06712520773053
Cyprus,2010,5.7093026396246875,8.067735775470041,7.712373586282379,10.070806722127731,27.695390887462683,30.053824023308035,5.9734750666714636,8.331908202516816,8.152660964693672,10.511094100539024,29.89263456639142,32.251067702236774,6.151781534445638,8.510214670290992,8.449838410983963,10.808271546829316,31.375691536449636,33.73412467229499
Czechia,2010,17.66630190703188,43.23985123618928,21.230144225459853,46.803693554617254,56.78371402120557,82.35726335036297,17.588127216750422,43.161676545907824,21.099853074990754,46.673402404148156,56.1334991369598,81.7070484661172,17.714525512605054,43.28807484176245,21.31051690141514,46.88406623057254,57.184811946925294,82.7583612760827
Germany,2010,5.867975704804243,13.98626936647949,7.390685835829045,15.508979497504289,22.581532142957418,30.699825804632663,6.038967122301902,14.157260783977149,7.675671531658478,15.793965193333722,24.003746472620495,32.122040134295744,6.508159155526048,14.626452817201294,8.457658253698721,16.575951915373967,27.90623259023085,36.02452625190609
Denmark,2010,3.5903082165472555,7.00739716053353,4.7507455896274715,8.167834533613746,16.32748985916582,19.744578803152095,4.51113479502018,7.9282237390064525,6.285456553749012,9.702545497735287,23.986428384877126,27.4035173288634,4.852082725934693,8.269171669920967,6.853703105273201,10.270792049259475,26.82224927057879,30.239338214565066
Estonia,2010,13.898998473655292,21.746430022182878,18.351956936727923,26.199388485255508,62.775518746904915,70.6229502954325,17.02054750167898,24.867979050206564,23.55453865010074,31.401970198628327,88.73887891649876,96.58631046502634,16.280929698394285,24.12836124692187,22.321842311292915,30.1692738598205,82.58713718759115,90.43456873611873
Greece,2010,9.143192445699702,20.846203221877175,11.312614703021541,23.015625479199013,32.95518436535133,44.65819514152879,9.530731614744516,21.233742390921986,11.958513318096232,23.661524094273705,36.17852602534311,47.88153680152058,9.377644796733058,21.08065557291053,11.703368621410469,23.406379397587944,34.905232491406544,46.608243267584015
Spain,2010,6.281570609270548,14.872801397396685,7.497306809861762,16.088537597987898,19.62572271575982,28.216953503885954,6.585369106035281,15.176599894161418,8.003637637802983,16.59486842592912,22.15255465710458,30.74378544523072,6.851139133134895,15.442369921261031,8.446587682969007,17.037818471095143,24.363086311075975,32.954317099202115
Finland,2010,3.4018025491248682,6.207777413988296,4.509030933917287,7.315005798780715,15.554952201251176,18.360927066114606,4.418900249661162,7.2248751145245915,6.204193768144443,9.010168633007872,24.01462196444194,26.820596829305366,5.039809026495804,7.845783891359233,7.239041729535513,10.04501659439894,29.179006076526896,31.984980941390322
France,2010,5.724001212756648,14.538964539021665,6.705130494780455,15.520093821045473,16.49306309401796,25.308026420282975,5.966942851938741,14.78190617820376,7.110033226750612,15.92499655301563,18.513720537373782,27.328683863638798,6.367004687592624,15.181968013857642,7.7768029528404155,16.591766279105432,21.841218979955283,30.6561823062203
Croatia,2010,18.74494228530062,55.288069691987666,20.694067832051946,57.23719523873899,40.13891554845209,76.68204295513914,19.759810517227848,56.3029379239149,22.385514885263987,58.928642291951036,48.58004179495789,85.12316920164493,20.18864976906707,56.73177717575412,23.100246971662692,59.64337437834975,52.146895254699984,88.69002266138703
Hungary,2010,17.873416510309546,48.487260740531376,20.470825011325868,51.0846692415477,46.38306696194107,76.9969111921629,18.51440172313564,49.12824595335747,21.53913369936936,52.15297792959118,51.71443603370097,82.3282802639228,19.781605215913146,50.39544944613497,23.651139520665197,54.26498375088703,62.25435079902497,92.8681950292468
Ireland,2010,4.888446444679953,8.595896917045916,6.647015821601348,10.354466293967313,24.190838891364788,27.898289363730754,4.911024622190865,8.61847509455683,6.684646117452868,10.392096589818832,24.37863198685237,28.086082459218336,5.22187069910999,8.929321171475953,7.202722912318076,10.91017338468404,26.96408189646541,30.67153236883137
Italy,2010,9.963207873507226,29.366574555846743,11.219030210713301,30.622396893052812,23.747353050935796,43.15071973327531,10.192533943527113,29.595900625866623,11.60124032741311,31.004607009752622,25.654763538085323,45.058130220424836,10.847846324483513,30.251213006823026,12.693427629007111,32.09679431134662,31.105298262230622,50.508664944570135
Lithuania,2010,6.516059043012364,15.86842972055162,8.075465117108633,17.42783579464789,23.632397142021418,32.98476781956067,9.33834454822393,18.690715225763185,12.779274292461245,22.1316449700005,47.10664483616207,56.459015513701324,10.879624003738344,20.2319946812776,15.34807338498527,24.700444062524525,59.92617554552005,69.27854622305931
Latvia,2010,43.224792273170735,63.96138719442509,45.53001451707317,66.26660943832754,68.52735071219513,89.26394563344948,44.53650824,65.27310316125435,47.71620779512195,68.45280271637631,79.43749621407665,100.17409113533103,46.22352092292683,66.96011584418117,50.527895599999994,71.26449052125436,93.46915725937282,114.20575218062719
Malta,2010,6.014028991461017,11.44594373367763,7.846363567006074,13.278278309222689,26.12608230875319,31.557997050969806,6.1971962366853495,11.629110978901963,8.151642309046627,13.583557051263243,27.649568602365093,33.081483344581706,9.251066655418292,14.682981397634908,13.2414263402682,18.673341082484814,53.05001462484228,58.481929367058896
Netherlands,2010,5.5688927767617304,12.51479784413638,7.013100888003041,13.959005955377691,21.420796093005645,28.3667011603803,5.696582781993376,12.642487849368026,7.2259175633891175,14.171822630763767,22.48285264445616,29.428757711830812,6.091417094956563,13.037322162331213,7.883974751661095,14.829879819035744,25.76687137449917,32.71277644187382
Norway,2010,1.550300928147872,3.121032403607166,1.955452133746502,3.5261836092057965,5.997317732456646,7.568049207915942,2.200878116740346,3.7716095921996406,3.039747448067293,4.610478923526587,11.40846768201945,12.979199157478746,2.3891635807690115,3.959895056228306,3.3535565547817345,4.924288030241029,12.974524557432474,14.545256032891768
Poland,2010,25.40153935162106,56.70338070386707,29.786055663025202,61.08789701527121,73.526825531557,104.82866688380301,26.128222663185056,57.43006401543107,30.997194515631865,62.29903586787787,79.57098513885123,110.87282649109721,26.049748959890028,57.35159031213604,30.866405010140145,62.16824636238616,78.91828322573063,110.22012457797665
Portugal,2010,8.150462125885525,20.896071137704414,9.626770399107404,22.372379410926293,24.354702934344704,37.10031194616359,8.475524037624686,21.221133049443573,10.168540252006004,22.91414926382489,27.058392485952965,39.80400149777185,9.980386384432338,22.72599539625123,12.676644163352094,25.42225317517098,39.575025338765826,52.32063435058472
Romania,2010,29.083626404654233,80.68697096560697,32.011811757038764,83.6151563179915,61.223946582017774,112.82729114297052,30.96075443906208,82.5640990000148,35.140358481051834,86.74370304200457,76.83688451899728,128.44022907995,31.35237636597289,82.95572092692564,35.793061692569864,87.3964062535226,80.09418435552533,131.6975289164781
Sweden,2010,1.0243256529573905,2.4578690877278384,1.1822356822291826,2.6157791169996303,2.757576212345394,4.191119647115842,1.9449117858381961,3.378455220608644,2.7165459036971917,4.15008933846764,10.414514841385747,11.848058276156195,2.5001662967046285,3.933709731475076,3.641970088474579,5.075513523245028,15.032822201608134,16.466365636378583
Slovenia,2010,17.299339058791823,49.76715186489898,18.758226306859275,51.226039112966426,33.31236337686552,65.78017618297267,18.422603497672142,50.8904163037793,20.630333704993138,53.098146511100296,42.65507077326689,75.12288357937405,19.02535320273678,51.493166008843936,21.634916546767535,54.102729352874704,47.66841752650293,80.13623033261008
Slovakia,2010,15.552968592988575,38.25344928444599,18.03291080187712,40.73339149333454,42.77328664769381,65.47376733915122,16.034633898355118,38.73511458981254,18.835686310821366,41.53616700227878,46.77951871137746,69.47999940283488,17.204961492811012,39.90544218426842,20.786232301581187,43.4867129930386,56.513672036693144,79.21415272815055
Belgium,2011,7.4362452611633225,18.70200612871634,8.809200306781591,20.07496117433461,22.506061357116224,33.77182222466924,7.4886474912000445,18.754408358753064,8.896537356842792,20.162298224395812,22.941914825993077,34.20767569354609,9.412899302126405,20.678660169679425,12.103623708386728,23.369384575939748,38.94680290417424,50.21256377172726
Bulgaria,2011,56.43067332129538,161.32160214224237,62.12949776397725,167.02042658492425,118.98205589454169,223.87298471548868,57.915670415815846,162.80659923676285,64.60449292151138,169.4954217424584,131.33346029975962,236.22438912070666,56.977472397016385,161.8684012179634,63.0408295568456,167.93175837779265,123.5300355084752,228.4209643294222
Cyprus,2011,5.479655505813748,7.80671059668347,7.369100316747322,9.696155407617042,26.218561644870352,28.545616735740076,5.682824159209593,8.009879250079313,7.707714739073728,10.034769829943448,27.908408857242133,30.235463948111857,5.861401515552848,8.18845660642257,8.005343666312486,10.332398757182206,29.393718932224132,31.720774023093856
Czechia,2011,16.52195841641334,40.45392298286585,19.878263126641173,43.81022769309367,53.361398212009284,77.29336277846178,16.40964385496682,40.34160842141933,19.691072190896975,43.623036757349475,52.42722630410491,76.35919087055741,16.432079107039737,40.36404367349224,19.728464277685166,43.66042884413767,52.61383062293359,76.5457951893861
Germany,2011,5.450487619989902,13.048141244041341,6.851797031326572,14.449450655378012,20.83152663489954,28.429180258950982,5.617221309449205,13.214874933500646,7.129686513758743,14.727340137810184,22.218327480561044,29.815981104612483,6.024605529589094,13.622259153640535,7.8086602139918915,15.406313838043333,25.606729565534085,33.20438318958553
Denmark,2011,3.272102460102654,6.396813585127313,4.313036993318136,7.437748118342795,14.697598169920193,17.822309294944848,4.292498889554982,7.4172100145796405,6.013697709072014,9.138408834096673,23.18470497996812,26.309416104992785,4.689405657711658,7.814116782736318,6.675208989333141,9.7999201143578,26.485961273842694,29.610672398867354
Estonia,2011,13.327480485450282,21.433287492579733,17.326573144333913,25.43238015146337,57.22228324129206,65.32809024842152,16.00269064266998,24.10849764979943,21.78525673970007,29.89106374682952,79.47323756483364,87.5790445719631,16.22096356454582,24.326770571675272,22.149044942826475,30.25485194995593,81.28871393091208,89.39452093804154
Greece,2011,9.1394383261472,20.332649966405683,11.467211893568484,22.660423533826968,34.68952438760463,45.88273602786311,9.55480487728975,20.748016517548233,12.159489478806071,23.35270111906455,38.14431919393315,49.33753083419164,9.181000328334028,20.37421196859251,11.536481897213198,22.729693537471682,35.03521469150777,46.22842633176625
Spain,2011,6.365432953674832,15.290378928859152,7.593619630594409,16.518565605778733,19.84624385986352,28.771189835047846,6.670110674359796,15.59505664954412,8.101415831736016,17.026361806920338,22.38038871127497,31.30533468645929,6.890399808311626,15.81534578349595,8.468564388322399,17.39351036350672,24.212634841287013,33.137580816471335
Finland,2011,2.8802528495237323,5.321409823836604,3.7834925489146354,6.224649523227507,12.79438383569531,15.235540810008183,3.8068114410196063,6.247968415332479,5.327756868074426,7.768913842387297,20.500998152264167,22.94215512657704,4.254459599081809,6.695616573394682,6.0738371315114295,8.514994105824302,24.22429394313074,26.66545091744361
